Key	NA	CA	DA6	DA12	DA24
AT2G04170.1	-0.313204	-0.243363	-0.033842	-0.131863	-0.377527
AT2G04390.1	-0.13656	-0.287267	-0.127477	0.004286	0.140582
AT2G04780.1	-0.257919	-0.324436	-0.235593	-0.135674	-0.008652
AT2G04920.1	-0.181623	-0.181623	-0.181623	-0.160833	-0.05688
AT2G05070.1	-0.094527	-0.264067	-0.162343	-0.100844	0.223605
AT2G05100.1	-0.264641	-0.355288	-0.218902	-0.054958	0.13835
AT2G05710.1	-0.281894	-0.200182	-0.044517	-0.15911	0.247307
AT2G05840.1	-0.460336	-0.402521	-0.344715	-0.3158	-0.286882
AT2G05990.1	-0.558921	-0.130204	0.113431	-0.046131	0.181036
AT2G06025.1	-0.111145	-0.266784	-0.062994	0.154975	0.404739
AT2G06850.1	-0.212025	-0.160797	0.027253	0.044596	0.044275
AT2G07698.1	-0.172161	-0.17265	-0.172748	-0.144222	-0.001595
AT2G10940.1	0.605484	0.400158	0.652133	0.897799	1.148612
AT2G13360.1	-0.084269	0.089304	0.326227	0.155283	-0.446679
AT2G14050.1	-0.000239	-0.136519	0.00454	0.123476	0.271173
AT2G15090.1	-0.217254	-0.187507	-0.020349	0.111283	0.269691
AT2G15320.1	0.020902	-0.162591	0.001556	0.103334	0.211686
AT2G15535.1	-0.337803	-0.255219	-0.007467	-0.048759	0.033824
AT2G15620.1	-0.032684	-0.585254	-0.093611	0.106515	-0.078379
AT2G16360.1	-0.852416	-1.068091	-0.959946	-0.918172	-0.982906
AT2G16365.4	-0.587365	-0.137325	-0.199926	-0.369635	-0.407662
AT2G16600.1	-0.408079	-0.302494	-0.051336	-0.022852	0.407119
AT2G17090.1	-1.001355	-0.885	-0.671746	-0.665611	-0.397456
AT2G17360.1	-1.777104	0.030351	-0.565956	-0.094277	1.066872
AT2G17440.1	-0.217968	-0.217968	-0.400255	-0.53884	0.180964
AT2G17520.1	-0.06379	-0.06379	-0.113494	-0.175623	-0.101068
AT2G17550.1	-0.196034	-0.367174	-0.244971	-0.14889	0.197358
AT2G18020.1	-0.193285	-0.471688	-0.215549	-0.038332	0.185091
AT2G18110.1	-0.336956	-0.336956	-0.421708	-0.443649	0.103468
AT2G18400.1	-2.708127	-0.201535	0.198708	0.116822	0.232502
AT2G18960.1	-4.513346	-0.507756	0.293362	0.310225	0.394536
AT2G19050.1	-0.177046	-0.255544	-0.271243	-0.150577	0.452752
AT2G19120.1	-0.190097	-0.288733	-0.145936	0.023296	0.231303
AT2G19200.1	-0.263589	-0.200881	-0.012759	0.012442	0.357922
AT2G19480.1	-1.419405	-1.724002	-1.4928	-1.421694	-1.411143
AT2G19750.1	-0.304112	-0.261051	-0.13187	-0.11481	0.1212
AT2G19760.1	-0.086372	-0.395545	-0.34671	-0.269472	0.130553
AT2G19940.1	-0.566067	-0.935006	-0.595364	-0.351025	-0.009094
AT2G19950.1	-0.326704	-0.288394	-0.173461	-0.128771	0.228767
AT2G20020.1	-0.026122	-0.026122	-0.026122	-0.000994	0.124645
AT2G20140.1	0.032875	-0.307265	-0.16936	-0.004901	0.184703
AT2G20270.1	-0.467001	-0.407056	-0.261491	-0.38516	-0.528112
AT2G20420.1	-0.245957	-0.125743	-0.043122	-0.014007	0.204793
AT2G20450.1	-0.548449	-0.198616	0.051292	-0.011614	-0.101215
AT2G20890.1	-0.161452	-0.161452	-0.161452	-0.104579	0.179786
AT2G20960.1	0.653838	0.014332	0.160558	0.186917	0.186917
AT2G21130.1	0.571564	0.221736	0.15177	0.182856	0.338288
AT2G21170.1	0.700508	0.700508	0.489605	0.225976	0.54233
AT2G21330.1	0.754684	0.346637	0.265028	0.293707	0.437101
AT2G21510.1	-0.001039	-0.16288	-0.021743	0.107441	0.421536
AT2G21530.1	-0.280524	-0.233511	-0.092472	-0.09038	0.084625
AT2G21660.1	-2.531529	-1.795534	-1.857109	-2.221608	-2.676922
AT2G21870.1	-0.30491	-0.239037	-0.041688	-0.002082	0.428617
AT2G22170.1	6.182344	6.191916	6.243094	6.279675	6.322019
AT2G22230.1	0.412755	0.107126	0.262731	0.309673	0.375433
AT2G23350.1	-0.222109	-0.525264	-0.781091	-0.606542	0.02221
AT2G23450.1	-0.260863	-0.411073	-0.441115	-0.354465	0.07879
AT2G23670.1	-0.11751	-0.034889	0.212973	0.188814	0.357191
AT2G24020.1	-1.236578	-1.048545	-0.899542	-0.85657	-0.898509
AT2G24200.1	-0.291403	-0.256594	-0.15217	-0.052571	0.567252
AT2G24270.1	-0.149754	-0.438794	-0.18504	0.040774	0.576189
AT2G24940.1	-3.487535	-2.952164	-2.844394	-2.833217	-2.777247
AT2G25080.1	-0.331569	-0.167954	-0.004333	0.077473	0.159282
AT2G25560.1	0.274047	-0.162436	-0.241212	-0.131627	0.417364
AT2G25600.1	-0.060453	-0.308862	-0.409503	-0.319326	0.06786
AT2G25630.1	-1.114988	-0.365069	-0.055698	-0.003576	0.456269
AT2G25660.1	-0.241342	-0.223489	-0.16993	-0.094204	0.346913
AT2G26040.1	-0.225257	-0.235148	-0.220574	-0.202951	-0.180808
AT2G26080.1	-1.885633	-1.84917	-1.739783	-1.651612	-1.083138
AT2G26420.1	0.005292	-0.190891	-0.218917	-0.129781	0.582144
AT2G27020.1	-0.409818	-0.332156	-0.068725	-0.121725	-0.350856
AT2G27170.1	-0.174015	-0.550341	-0.328684	-0.209573	-0.035704
AT2G27280.1	-0.231559	-0.660018	-0.548858	-0.339649	-0.049394
AT2G27530.1	-5.29784	-3.816753	-3.520536	-3.438103	-3.025941
AT2G27710.1	-0.215003	-0.31445	-0.33434	-0.256862	0.130528
AT2G27720.1	-0.001891	-0.062893	0.015348	0.099385	0.202965
AT2G27840.1	-0.670866	-0.418522	-0.236561	-0.264812	-0.211649
AT2G27880.1	-0.830337	-0.118249	0.212485	0.162021	0.145099
AT2G28000.1	-0.150587	-0.102619	0.041284	0.060451	0.324174
AT2G28720.1	-0.464014	-0.213122	-0.050651	-0.024092	0.249067
AT2G28820.1	0.161254	-0.17386	-0.039072	0.125289	0.275063
AT2G28880.1	-0.815434	-1.094571	-0.958224	-0.733331	-0.424065
AT2G28900.1	-2.30267	1.468809	-0.919188	-1.224441	-1.225203
AT2G29450.1	-0.215078	-0.332267	-0.169072	0.018942	0.250903
AT2G29550.1	0.187847	-0.514984	-0.04643	0.012139	0.012139
AT2G30110.1	-0.381606	-0.301949	-0.062979	-0.041443	0.345039
AT2G30860.1	0.168074	-0.14393	-0.044446	0.141102	0.395932
AT2G30870.1	-0.563151	-0.408933	-0.065081	0.013754	0.79919
AT2G30950.1	-0.811497	-0.38172	-0.295765	-0.264268	-0.106783
AT2G30970.1	-0.579498	-0.208796	-0.012697	-0.08656	0.024706
AT2G31390.1	-2.269827	-3.455054	-2.664902	-2.566133	-2.566133
AT2G31570.1	-0.229235	-0.19141	-0.077936	-0.048875	0.228819
AT2G31610.1	-1.934608	-1.746054	-2.021219	-2.156566	-1.596404
AT2G32060.1	-0.230576	-0.459149	-0.306767	-0.28772	-0.28772
AT2G32220.1	-0.225068	-0.554659	-0.296249	-0.148245	0.154654
AT2G32970.1	-0.22228	-0.198032	-0.125288	-0.056866	0.370115
AT2G33040.1	-0.643555	-0.895259	-1.334898	-1.06766	-0.218094
AT2G33150.1	0.233812	-0.3896	-0.503326	-0.532742	-0.419387
AT2G33210.1	-0.319646	-0.271095	-0.125441	-0.130473	0.014298
AT2G33540.1	-0.106049	-0.375096	-0.275547	-0.051368	0.273012
AT2G33680.1	-0.597177	-0.399113	-0.720234	-0.854972	0.019221
AT2G33800.1	0.109452	-0.482429	-0.286643	-0.110316	0.080857
AT2G34310.1	-0.104989	-0.473618	-0.302272	-0.028828	0.357801
AT2G34430.1	-0.331852	-0.279101	-0.120848	-0.106318	0.150959
AT2G34460.1	-0.134351	-0.455634	-0.353477	-0.30957	-0.069231
AT2G34480.1	-0.122463	-0.44434	-0.332767	-0.270483	0.06293
AT2G34750.1	0.011634	-0.138229	-0.168202	-0.039325	0.605059
AT2G35370.1	0.032126	-0.489443	-0.450678	-0.35323	0.151897
AT2G35410.1	-0.22535	-0.196463	-0.109805	-0.092845	0.093055
AT2G35490.1	-0.13912	-0.467846	-0.27061	-0.195459	0.213173
AT2G35840.1	-0.318766	-0.277636	-0.154246	-0.1304	0.132784
AT2G36160.1	-0.301626	0.151714	0.242382	0.264046	0.372363
AT2G36460.1	-0.339549	-0.189569	0.030297	0.042042	0.338103
AT2G36530.1	0.021558	-0.198072	-0.186598	-0.062546	0.127799
AT2G36650.1	-5.205424	0.055665	0.338493	0.322396	0.448016
AT2G36830.1	-1.314154	0.12573	0.331597	0.223416	0.127296
AT2G36880.1	-0.193263	-0.326389	-0.163038	-0.000018	0.181469
AT2G37040.1	-1.338598	-1.808965	-1.978277	-1.676492	-1.101914
AT2G37080.1	-1.544171	-2.064145	-2.390198	-2.261538	-1.895811
AT2G37190.1	-0.270094	-0.22907	-0.105998	-0.093341	0.113532
AT2G37220.1	0.124846	-0.297967	0.036727	0.175951	0.286557
AT2G37270.1	-1.521474	-1.521474	-1.735186	-1.967378	-1.472067
AT2G37660.1	-0.196106	-0.579669	-0.805978	-0.556694	-0.1127
AT2G38040.1	0.0041	-0.402122	-0.103386	-0.034633	-0.076514
AT2G38230.1	-0.137625	-0.427302	-0.242655	-0.191266	0.010635
AT2G38240.1	-0.343172	-0.476252	-0.387532	-0.376442	-0.376442
AT2G38270.1	-0.505259	-0.415567	-0.082081	0.033497	0.426128
AT2G38540.1	-1.25502	-1.110565	-0.817523	-0.864693	-0.770353
AT2G38590.1	-0.492849	-0.409053	-0.157666	-0.156767	0.141011
AT2G39280.1	-0.111826	0.056336	0.098992	0.137314	0.340199
AT2G39460.1	-0.157458	-0.258309	-0.272717	-0.197934	0.312849
AT2G39730.1	-0.247302	-0.364749	-0.218977	-0.068418	0.112516
AT2G40010.1	-0.479611	-0.416173	-0.200484	-0.141824	0.176854
AT2G40290.1	0.12656	-0.066918	-0.159415	-0.212143	0.289436
AT2G40490.1	-0.236747	-0.302566	-0.202575	-0.078519	0.079477
AT2G40510.1	-0.018969	-0.258685	-0.120724	0.018572	0.192319
AT2G40840.1	-0.294815	-0.561582	-1.296864	-0.886394	-0.271627
AT2G41530.1	-0.495871	-0.758137	-0.655229	-0.489097	-0.268526
AT2G41680.1	-0.221957	-0.290885	-0.173182	-0.019612	0.16345
AT2G41840.1	-0.300787	-0.721413	-0.805538	-0.664796	0.038916
AT2G42130.1	-0.388441	-0.388441	-0.388441	-0.329126	-0.032552
AT2G42530.1	-0.058007	-0.250044	-0.082003	0.038648	0.25176
AT2G42540.1	-0.031632	-0.245191	-0.276922	-0.20269	-0.098949
AT2G42590.1	-0.157932	-0.294694	-0.11376	0.086911	0.337645
AT2G42590.3	-0.431415	-0.20366	-0.04106	-0.022956	0.213878
AT2G42600.1	-0.455189	-0.264187	0.10526	-0.405798	-0.714993
AT2G42650.1	-0.032127	-0.484305	-0.403255	-0.316487	0.138793
AT2G42740.1	-0.488536	-1.373601	-1.396426	-0.864417	-0.130666
AT2G43030.1	-0.316071	-0.22112	-0.036742	-0.209811	0.035853
AT2G43090.1	-2.179733	-0.442643	0.198394	0.090338	-0.08292
AT2G43460.1	-2.882919	0.259618	0.319157	0.211262	0.198216
AT2G43560.1	0.026684	-0.211402	-0.25902	-0.162052	0.322789
AT2G43710.1	-0.130698	-0.187372	-0.107429	-0.014842	0.097734
AT2G43750.1	-0.152025	-0.361911	-0.145009	0.028555	0.212338
AT2G43910.1	-0.13562	0.251186	0.282468	-0.047332	0.375649
AT2G44060.1	-0.091619	-0.321549	-0.128277	-0.028372	0.065467
AT2G44120.1	-0.113513	-0.501951	-0.268888	-0.230229	0.001911
AT2G44160.1	-0.107258	-0.285073	-0.320635	-0.22756	0.237817
AT2G44350.1	-0.268791	-0.37322	-0.23528	-0.078682	0.131312
AT2G45080.1	-0.18474	-0.046519	0.325052	0.059685	-0.468901
AT2G45330.1	-0.23044	0.008133	0.119725	0.150034	0.381425
AT2G45470.1	0.99573	-0.458573	-0.284424	-0.255361	-0.051919
AT2G45710.1	-0.110057	-0.064292	-0.01849	0.00442	0.027336
AT2G45740.1	2.998478	2.939537	2.931117	3.031065	3.610797
AT2G45790.1	-0.640944	-0.164107	-0.011747	0.013723	0.212316
AT2G45960.1	-0.286944	0.042254	0.14667	0.17954	0.392108
AT2G46040.1	0.045174	-0.305612	-0.228919	-0.103739	0.049267
AT2G46280.1	0.070376	-0.249711	-0.419704	-0.541783	0.245289
AT2G46820.1	-0.479436	-0.416375	-0.20053	-0.150333	0.114722
AT2G47390.1	-0.360829	-0.586247	-0.425536	-0.265739	0.358471
AT2G47470.1	-0.300558	-0.47975	-0.372235	-0.309848	0.020005
AT2G47510.1	-0.21407	-0.361847	-0.382958	-0.359756	-0.043191
AT2G47610.1	-0.305869	-0.261023	-0.126486	-0.044346	0.523311
AT2G47730.1	-0.085784	-0.085784	-0.167245	-0.269072	-0.14688
AT3G01120.1	-0.529225	-0.475853	-0.31574	-0.299516	-0.031596
AT3G01280.1	-0.532281	-0.455988	-0.285302	-0.253211	0.101527
AT3G01480.1	-0.14235	-0.331609	-0.083872	0.191163	0.545355
AT3G01500.1	-2.608675	-2.662782	-2.673603	-2.590956	-2.177722
AT3G01500.2	-0.34451	-0.275146	-0.067057	-0.033068	0.379648
AT3G02080.1	-0.085394	-0.284195	-0.098669	0.041999	0.251821
AT3G02090.1	-0.004641	-0.515089	-0.330801	-0.247057	0.207462
AT3G02230.1	-0.292684	-0.278139	-0.1277	0.105411	0.494146
AT3G02260.1	-0.186586	-0.20469	-0.16814	0.000856	0.078298
AT3G02360.1	-0.21414	-0.515909	-0.334848	-0.261312	0.136545
AT3G02520.1	-1.491006	-1.71337	-1.601585	-1.479656	-1.319045
AT3G02560.1	0.312609	0.399152	0.485695	0.528966	0.572238
AT3G02730.1	-0.211617	-0.181232	-0.090074	-0.112864	-0.12046
AT3G02780.1	-0.124164	-0.409705	-0.346461	-0.182952	-0.01934
AT3G03250.1	-1.368594	-1.296126	-0.968937	-0.818796	-0.665268
AT3G03780.1	-0.378533	-0.350947	-0.268187	-0.220207	0.116244
AT3G03920.1	-0.666826	-0.58155	-0.325722	-0.328098	-0.041511
AT3G03960.1	-1.959018	-1.959018	-1.861323	-1.661833	-1.421523
AT3G04100.1	-0.335141	-0.281071	-0.308106	-0.20158	0.283741
AT3G04120.1	-0.064501	-0.299748	-0.145578	-0.075811	0.195623
AT3G04550.1	-0.208165	-0.124817	0.125227	0.133766	0.468179
AT3G04790.1	-0.724214	-0.857446	-1.274013	-1.134293	-0.771259
AT3G04840.1	-1.666414	-1.430329	-1.283303	-1.323409	-1.400596
AT3G04870.1	0.143116	-0.335741	-0.157365	-0.073965	-0.148116
AT3G04920.1	-0.270307	-0.196961	0.023078	0.039169	0.376334
AT3G05090.1	-0.178947	-0.934316	-0.378733	-0.25078	-0.328786
AT3G05560.1	-1.474202	-1.474202	-1.63992	-1.749337	-1.012115
AT3G05590.1	-0.385358	-0.278893	0.040503	-0.01273	0.093735
AT3G06050.1	-0.036479	-0.106159	-0.054774	0.031271	0.153153
AT3G06310.1	-0.018257	-0.386508	-0.106337	0.134858	0.185675
AT3G06470.1	0.646242	0.174108	0.417918	0.474107	0.581504
AT3G06530.1	-0.359016	-0.126139	0.078682	-0.031976	-0.387458
AT3G06580.1	6.318619	6.318619	6.172881	5.871059	5.491422
AT3G06650.1	-0.52498	-0.455054	-0.245276	-0.20892	0.217599
AT3G06720.1	0.872727	0.394443	0.30882	0.271193	0.321362
AT3G06730.1	-0.72506	-0.170262	0.0734	0.037804	0.025699
AT3G07110.1	-0.174362	-0.351702	-0.16948	-0.022224	0.144204
AT3G07390.1	-0.897505	-0.220143	0.109525	0.194647	0.292726
AT3G07920.1	-0.306673	-0.273159	-0.172616	-0.119692	0.262227
AT3G08020.1	-0.27295	-0.064238	0.144467	0.248815	0.353162
AT3G08030.1	-0.041054	-0.11806	-0.133461	-0.038612	0.435633
AT3G08530.1	-0.04301	-0.478993	-0.088056	0.152966	0.399237
AT3G08560.1	-0.466899	-0.449021	-0.314492	-0.178439	-0.062535
AT3G08580.1	0.002754	-0.366288	-0.159058	-0.223994	-0.401762
AT3G08590.1	0.622399	0.177282	0.341063	0.356907	0.467724
AT3G08740.1	-0.470523	-0.432241	-0.317392	-0.298873	-0.072287
AT3G08940.1	-0.278797	-0.21587	-0.001919	0.087697	0.56095
AT3G08940.2	-1.064984	0.921185	1.089468	0.492931	0.212395
AT3G09070.1	-0.26532	-0.19018	-0.147036	-0.103242	0.150876
AT3G09200.1	-0.093963	-0.007387	0.010146	-0.335888	0.113983
AT3G09260.1	-0.149773	-0.552896	-0.44898	-0.246168	0.061435
AT3G09440.1	-0.770483	-0.481521	-0.192574	-0.048105	0.096364
AT3G09630.1	-0.2862	-0.289065	-0.289566	-0.28998	-0.290338
AT3G09650.1	0.28903	-0.407993	-0.371679	-0.116766	0.294932
AT3G09820.1	-0.382607	-0.32035	-0.201304	-0.160059	0.17941
AT3G09820.2	-2.041306	-2.176502	-1.986326	-1.766097	-1.496639
AT3G09840.1	-0.198398	-0.405652	-0.281612	-0.213388	0.148418
AT3G10060.1	-0.175792	-0.10133	0.122057	0.104431	0.27692
AT3G10090.1	-0.217502	-0.217502	-0.217502	-0.217502	-0.217502
AT3G10750.1	0.058581	0.058581	0.058581	0.058581	0.058581
AT3G10920.1	-0.249784	-0.20257	-0.06093	-0.026836	0.308877
AT3G11130.1	-0.388154	-0.270125	0.083963	-0.004559	-0.034067
AT3G11400.1	-0.561749	-1.009916	-0.99663	-0.319065	0.912106
AT3G11630.1	-0.19735	-0.322759	-0.240844	-0.231238	-0.222362
AT3G11780.1	-0.128747	-0.338587	-0.201338	-0.169545	-0.077525
AT3G11930.1	-0.291104	-0.260341	-0.168053	-0.138569	0.116522
AT3G12290.1	-0.820919	-0.098917	0.048487	-0.052272	-0.077058
AT3G12390.1	-0.099921	-0.408711	-0.207825	-0.136061	0.132646
AT3G12490.1	-0.278813	-0.590156	-0.652424	-0.552222	-0.051211
AT3G12780.1	-3.409961	-3.409961	-3.599112	-3.782087	-3.231041
AT3G13120.1	-0.209357	-0.416653	-0.278455	-0.261181	-0.261181
AT3G13330.1	-0.348301	-0.113906	-0.231104	-0.112467	0.275619
AT3G13470.1	-0.229765	-0.300064	-0.19622	-0.073516	0.069136
AT3G13840.1	-0.013275	-0.004401	0.025771	0.07888	0.347979
AT3G13920.1	-0.056859	-0.435581	-0.233786	-0.187051	0.081321
AT3G13920.3	-0.070086	-0.356063	-0.174	-0.154463	-0.109374
AT3G13930.1	-0.47992	-0.381911	0.081944	0.324456	0.563895
AT3G14067.1	-0.009033	-0.386885	-0.333009	-0.320563	-0.320563
AT3G14090.1	-0.047496	-0.228931	-0.25485	-0.236556	0.101144
AT3G14210.1	-0.359294	-0.50478	-0.395965	-0.241409	0.379114
AT3G14310.1	-1.191556	-1.003718	-0.471821	-0.664075	-0.722891
AT3G14390.1	-0.257959	-0.214234	-0.08306	-0.007284	0.524633
AT3G14415.1	-0.239397	-0.086618	-0.056062	0.073254	0.719834
AT3G14420.1	-0.012196	-0.150853	-0.170661	-0.214891	-0.247864
AT3G14420.6	0.315686	-0.077026	-0.133128	-0.256409	-0.33985
AT3G14460.1	-0.147467	-0.281726	-0.308578	-0.240458	0.100139
AT3G14610.1	-0.355389	-0.287205	-0.244295	-0.116706	0.172271
